Title,Genre,Second_Genre,Release_Year,Budget_Category,Revenue_Category,Runtime_Category,Rating_Category,Vote_Count_Category,Popularity_Category,Language,Production_Country,Main_Actor,Director
Evil Words,Horror,Mystery,2003.0,Low,Low,Medium,Medium,Low,Low,fr,Canada,Patrick Huard,Éric Tessier
Jesus' Son,Comedy,Drama,1999.0,Low,Low,Medium,Medium,Low,Low,en,Canada,Billy Crudup,Alison Maclean
Saving Face,Comedy,Romance,2004.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Michelle Krusiec,Alice Wu
Robot & Frank,Science Fiction,Comedy,2012.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Frank Langella,Jake Schreier
My Life Without Me,Drama,Romance,2003.0,Low,Low,Medium,High,Low,Low,en,Canada,Sarah Polley,Isabel Coixet
The Spectacular Now,Comedy,Drama,2013.0,Low,Low,Medium,Medium,Medium,Medium,en,United States of America,Miles Teller,James Ponsoldt
Religulous,Comedy,Documentary,2008.0,Low,Low,Medium,High,Low,Low,en,United States of America,Bill Maher,Larry Charles
Fuel,Documentary,Drama,2008.0,Low,Low,Medium,High,Low,Low,en,United States of America,Joshua Tickell,Joshua Tickell
The Other End of the Line,Comedy,Romance,2008.0,Medium,Low,Medium,Medium,Low,Low,en,India,Jesse Metcalfe,James Dodson
Anatomy,Horror,Thriller,2000.0,Low,Low,Medium,Medium,Low,Low,de,Germany,Franka Potente,Stefan Ruzowitzky
Sleep Dealer,Drama,Science Fiction,2008.0,Low,Low,Medium,Medium,Low,Low,en,Mexico,Leonor Varela,Alex Rivera
Super,Comedy,Action,2010.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Rainn Wilson,James Gunn
Christmas Mail,Comedy,Family,2010.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Ashley Scott,John Murlowski
Stung,Comedy,Horror,2015.0,Low,Low,Short,Low,Low,Low,de,United States of America,Matt O'Leary,Benni Diez
Thr3e,Drama,Horror,2006.0,Low,Low,Medium,Low,Low,Low,en,Poland,Marc Blucas,Robby Henson
Idiocracy,Adventure,Comedy,2006.0,Medium,Low,Short,Medium,Medium,Medium,en,United States of America,Luke Wilson,Mike Judge
This Is England,Drama,Crime,2006.0,Low,Low,Medium,High,Low,Low,en,United Kingdom,Thomas Turgoose,Shane Meadows
U.F.O.,Action,Adventure,2012.0,Low,Low,Medium,Low,Low,Low,en,United Kingdom,Bianca Bree,Dominic Burns
Bathing Beauty,Comedy,Music,1944.0,Low,Low,Medium,High,Low,Low,en,United States of America,Red Skelton,George Sidney
Go for It!,Drama,Family,2011.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Aimee Garcia,Carmen Marron
"Dancer, Texas Pop. 81",Comedy,Drama,1998.0,Low,Low,Medium,High,Low,Low,en,United States of America,Breckin Meyer,Tim McCanlies
Show Boat,Music,Romance,1951.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Howard Keel,George Sidney
The Brave Little Toaster,Fantasy,Adventure,1987.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jon Lovitz,Jerry Rees
Fantasia,Animation,Family,1940.0,Low,Medium,Medium,High,Medium,High,en,United States of America,Deems Taylor,David Hand
8 Days,Thriller,Drama,2014.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Nicole Smolen,Jaco Booyens
Friday the 13th Part III,Horror,Thriller,1982.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Dana Kimmell,Steve Miner
Friday the 13th: A New Beginning,Horror,Thriller,1985.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Melanie Kinnaman,Danny Steinmann
Do You Believe?,Fantasy,Drama,2015.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Mira Sorvino,Jon Gunn
Impact Point,Thriller,Romance,2008.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Brian Austin Green,Hayley Cloake
Eden,Thriller,Drama,2015.0,Low,Low,Medium,Medium,Low,Low,en,Malaysia,Jessica Lowndes,Shyam Madiraju
Chicken Tikka Masala,Comedy,Romance,2005.0,Low,Low,Medium,Low,Low,Low,en,United Kingdom,Chris Bisson,Harmage Singh Kalirai
There's Always Woodstock,Romance,Comedy,2014.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Allison Miller,Rita Merson
Jack Brooks: Monster Slayer,Action,Comedy,2007.0,Low,Low,Short,Medium,Low,Low,en,Canada,Robert Englund,Jon Knautz
The Best Years of Our Lives,Drama,History,1946.0,Low,Low,Long,High,Low,Low,en,United States of America,Fredric March,William Wyler
Bully,Crime,Drama,2001.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Brad Renfro,Larry Clark
Elling,Comedy,Drama,2001.0,Low,Low,Short,High,Low,Low,en,Norway,Per Christian Ellefsen,Petter Næss
Mi America,Drama,Crime,2015.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Robert Fontaine,Robert Fontaine
[REC],Horror,Mystery,2007.0,Low,Low,Short,High,Medium,High,es,Spain,Manuela Velasco,Jaume Balagueró
Containment,Thriller,Horror,2015.0,Low,Low,Short,Medium,Low,Low,en,United Kingdom,Louise Brealey,Neil Mcenery-West
The Timber,Adventure,Drama,2015.0,Low,Low,Short,Low,Low,Low,de,United States of America,James Ransone,Anthony O'Brien
From Russia with Love,Action,Thriller,1963.0,Low,Medium,Medium,Medium,Medium,High,en,United Kingdom,Sean Connery,Terence Young
The Toxic Avenger Part II,Comedy,Horror,1989.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Ron Fazio,Lloyd Kaufman
Sleeper,Comedy,Romance,1973.0,Low,Low,Short,High,Low,Medium,en,United States of America,Woody Allen,Woody Allen
It Follows,Horror,Thriller,2015.0,Low,Low,Medium,Medium,Medium,High,en,United States of America,Maika Monroe,David Robert Mitchell
To Kill a Mockingbird,Crime,Drama,1962.0,Low,Low,Medium,High,Medium,Medium,en,United States of America,Gregory Peck,Robert Mulligan
Mad Max 2: The Road Warrior,Adventure,Action,1981.0,Low,Low,Medium,High,Medium,High,en,Australia,Mel Gibson,George Miller
The Legend of Drunken Master,Action,Comedy,1994.0,Low,Low,Medium,High,Low,Medium,cn,Hong Kong,Jackie Chan,Liu Chia-Liang
Boys Don't Cry,Crime,Drama,1999.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Hilary Swank,Kimberly Peirce
Silent House,Horror,Mystery,2011.0,Low,Low,Short,Medium,Low,Medium,en,France,Elizabeth Olsen,Chris Kentis
The Lives of Others,Drama,Thriller,2006.0,Low,Medium,Medium,High,Medium,High,de,Germany,Martina Gedeck,Florian Henckel von Donnersmarck
Boom Town,Adventure,Drama,1940.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Clark Gable,Jack Conway
The Triplets of Belleville,Adventure,Animation,2003.0,Low,Low,Short,High,Low,Medium,fr,France,Béatrice Bonifassi,Sylvain Chomet
Smoke Signals,Drama,Comedy,1998.0,Low,Low,Short,Medium,Low,Low,en,Canada,Adam Beach,Chris Eyre
American Splendor,Comedy,Drama,2003.0,Low,Low,Medium,High,Low,Low,en,United States of America,Paul Giamatti,Shari Springer Berman
Before Sunset,Drama,Romance,2004.0,Low,Low,Short,High,Medium,Medium,en,United States of America,Ethan Hawke,Richard Linklater
Amores perros,Drama,Thriller,2000.0,Low,Low,Long,High,Medium,Medium,es,Mexico,Gael García Bernal,Alejandro González Iñárritu
Thirteen,Crime,Drama,2003.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Evan Rachel Wood,Catherine Hardwicke
Gentleman's Agreement,Drama,Romance,1947.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Gregory Peck,Elia Kazan
Touching the Void,Documentary,Action,2003.0,Low,Low,Medium,High,Low,Medium,en,United Kingdom,Brendan Mackey,Kevin Macdonald
Alexander's Ragtime Band,Drama,Music,1938.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Tyrone Power,Henry King
Me and You and Everyone We Know,Comedy,Drama,2005.0,Low,Low,Medium,High,Low,Low,en,United States of America,Miranda July,Miranda July
We Are Your Friends,Drama,Music,2015.0,Low,Low,Medium,Medium,Medium,Medium,en,United Kingdom,Zac Efron,Max Joseph
Ghost Dog: The Way of the Samurai,Crime,Drama,1999.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Forest Whitaker,Jim Jarmusch
Harsh Times,Crime,Drama,2005.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Christian Bale,David Ayer
Captive,Crime,Drama,2015.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Kate Mara,Jerry Jameson
Full Frontal,Comedy,Drama,2002.0,Low,Low,Medium,Low,Low,Low,en,United States of America,David Duchovny,Steven Soderbergh
Shortbus,Romance,Drama,2006.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Sook-Yin Lee,John Cameron Mitchell
Waltz with Bashir,Drama,Animation,2008.0,Low,Low,Medium,High,Low,Medium,he,Israel,Ari Folman,Ari Folman
The Diary of a Teenage Girl,Drama,Romance,2015.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Bel Powley,Marielle Heller
Meek's Cutoff,Drama,Western,2010.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Michelle Williams,Kelly Reichardt
Inside Deep Throat,History,Documentary,2005.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Dennis Hopper,Fenton Bailey
Dinner Rush,Drama,Action,2000.0,Low,Low,Medium,High,Low,Low,en,United States of America,Danny Aiello,Bob Giraldi
Subway,Action,Thriller,1985.0,Low,Low,Medium,Medium,Low,Low,fr,France,Isabelle Adjani,Luc Besson
House of D,Comedy,Drama,2005.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Robin Williams,David Duchovny
Teeth,Comedy,Horror,2007.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jess Weixler,Mitchell Lichtenstein
Six-String Samurai,Action,Adventure,1998.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jeffrey Falcon,Lance Mungia
It's All Gone Pete Tong,Drama,Comedy,2004.0,Low,Low,Medium,High,Low,Low,en,Canada,Paul Kaye,Michael Dowse
24 7: Twenty Four Seven,Comedy,Drama,1997.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Bob Hoskins,Shane Meadows
The Lost Medallion: The Adventures of Billy Stone,Adventure,Family,2013.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,William Brent,Bill Muir
The Last Five Years,Comedy,Drama,2014.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Anna Kendrick,Richard LaGravenese
The Missing Person,Comedy,Drama,2009.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Michael Shannon,Noah Buschel
Return of the Living Dead 3,Comedy,Science Fiction,1993.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Melinda Clarke,Brian Yuzna
London,Drama,Action,2005.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Chris Evans,Hunter Richards
Circle,Horror,Science Fiction,2015.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Julie Benz,Aaron Hann
Eden Lake,Horror,Thriller,2008.0,Low,Low,Medium,Medium,Low,Medium,en,United Kingdom,Kelly Reilly,James Watkins
Lesbian Vampire Killers,Horror,Comedy,2009.0,Low,Low,Short,Medium,Low,Low,en,United Kingdom,James Corden,Phil Claydon
Gangster's Paradise: Jerusalema,Drama,Action,2008.0,Low,Low,Medium,Medium,Low,Low,en,South Africa,Daniel Buckland,Ralph Ziman
Freeze Frame,Thriller,Drama,2004.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Lee Evans,John Simpson
Grave Encounters,Thriller,Horror,2011.0,Low,Low,Medium,Medium,Low,Medium,en,Canada,Sean Rogerson,Colin Minihan
Nine Dead,Crime,Drama,2010.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Melissa Joan Hart,Chris Shadley
Rockaway,Action,Adventure,2007.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Nicholas Gonzalez,Jeff Crook
The Lady from Shanghai,Crime,Drama,1947.0,Low,Low,Short,High,Low,Low,en,United States of America,Rita Hayworth,Orson Welles
No Man's Land: The Rise of Reeker,Horror,Thriller,2008.0,Low,Low,Short,Low,Low,Low,en,United States of America,Stephen Martines,Dave Payne
Highway,Action,Adventure,2002.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Jake Gyllenhaal,James Cox
Small Apartments,Comedy,Crime,2012.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Matt Lucas,Jonas Åkerlund
All Is Bright,Comedy,Drama,2013.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Paul Rudd,Phil Morrison
The Torture Chamber of Dr. Sadism,Mystery,Horror,1967.0,Low,Low,Short,Medium,Low,Low,de,Germany,Lex Barker,Harald Reinl
Straight A's,Comedy,Drama,2013.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Anna Paquin,James Cox
A Funny Thing Happened on the Way to the Forum,Comedy,Music,1966.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Zero Mostel,Richard Lester
The Legend of Hell's Gate: An American Conspiracy,Action,Adventure,2011.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Eric Balfour,Tanner Beard
The Walking Deceased,Science Fiction,Comedy,2015.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Tim Ogletree,Scott Dow
The Curse of Downers Grove,Thriller,Mystery,2015.0,Low,Low,Short,Low,Low,Low,en,United States of America,Bella Heathcote,Derick Martini
River's Edge,Crime,Drama,1986.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Crispin Glover,Tim Hunter
Northfork,Fantasy,Drama,2003.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,James Woods,Michael Polish
The Marine 4: Moving Target,Thriller,Action,2015.0,Low,Low,Medium,Medium,Low,Low,en,Canada,Mike Mizanin,William Kaufman
Buried,Drama,Thriller,2010.0,Low,Low,Medium,Medium,Medium,High,en,Spain,Ryan Reynolds,Rodrigo Cortés
Submarine,Drama,Comedy,2011.0,Low,Low,Medium,High,Low,Low,en,United Kingdom,Craig Roberts,Richard Ayoade
The Square,Documentary,Drama,2013.0,Low,Low,Short,High,Low,Low,ar,United Kingdom,Khalid Abdalla,Jehane Noujaim
ABCD (Any Body Can Dance),Drama,Music,2013.0,Low,Low,Long,Medium,Low,Low,hi,India,Prabhu Deva,Remo D'Souza
Man on Wire,Thriller,Documentary,2008.0,Low,Low,Medium,High,Low,Medium,en,United Kingdom,Philippe Petit,James Marsh
Abandoned,Drama,Thriller,2015.0,Low,Low,Short,Medium,Low,Low,en,New Zealand,Dominic Purcell,John Laing
The Last Exorcism,Horror,Drama,2010.0,Low,Medium,Short,Medium,Low,Medium,en,United States of America,Ashley Bell,Daniel Stamm
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama,Comedy,1964.0,Low,Low,Medium,High,Medium,High,en,United Kingdom,Peter Sellers,Stanley Kubrick
The Crime of Padre Amaro,Drama,Romance,2002.0,Low,Low,Medium,Medium,Low,Low,es,Mexico,Gael García Bernal,Carlos Carrera
Beasts of the Southern Wild,Drama,Fantasy,2012.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Quvenzhané Wallis,Benh Zeitlin
Battle for the Planet of the Apes,Action,Science Fiction,1973.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Roddy McDowall,J. Lee Thompson
Songcatcher,Drama,Music,2001.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Janet McTeer,Maggie Greenwald
Higher Ground,Drama,Thriller,2011.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Vera Farmiga,Vera Farmiga
Vaalu,Comedy,Romance,2015.0,Low,Low,Long,Medium,Low,Low,ta,India,Silambarasan,Vijay Chandar
The Greatest Movie Ever Sold,Comedy,Documentary,2011.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Morgan Spurlock,Morgan Spurlock
Travellers and Magicians,Adventure,Drama,2003.0,Low,Low,Medium,Medium,Low,Low,en,Bhutan,Tshewang Dendup,Khyentse Norbu
Deadline - U.S.A.,Crime,Drama,1952.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Humphrey Bogart,Richard Brooks
Sublime,Horror,Thriller,2007.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Tom Cavanagh,Tony Krantz
Independence Daysaster,Action,Science Fiction,2013.0,Low,Low,Short,Low,Low,Low,en,Canada,Casey Dubois,W.D. Hogan
Dysfunctional Friends,Comedy,Romance,2012.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Stacey Dash,Corey Grant
Run Lola Run,Action,Drama,1998.0,Low,Low,Short,High,Medium,Medium,de,Germany,Franka Potente,Tom Tykwer
May,Drama,Horror,2002.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Angela Bettis,Lucky McKee
Against the Wild,Adventure,Family,2013.0,Low,Low,Medium,Low,Low,Low,en,Canada,Natasha Henstridge,Richard Boddington
Conquest of the Planet of the Apes,Action,Science Fiction,1972.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Roddy McDowall,J. Lee Thompson
In the Bedroom,Drama,Thriller,2001.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Tom Wilkinson,Todd Field
I Spit on Your Grave,Thriller,Crime,2010.0,Low,Low,Medium,Medium,Medium,Medium,en,United States of America,Sarah Butler,Steven R. Monroe
"Happy, Texas",Comedy,Crime,1999.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Steve Zahn,Mark Illsley
My Summer of Love,Drama,Thriller,2004.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Natalie Press,Paweł Pawlikowski
The Lunchbox,Drama,Romance,2013.0,Low,Low,Medium,High,Low,Medium,hi,India,Irrfan Khan,Ritesh Batra
Yes,Drama,Romance,2005.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Joan Allen,Sally Potter
You Can't Take It With You,Comedy,Romance,1938.0,Low,Low,Medium,High,Low,Low,en,United States of America,Jean Arthur,Frank Capra
From Here to Eternity,War,Drama,1953.0,Low,Low,Medium,High,Low,Low,en,United States of America,Burt Lancaster,Fred Zinnemann
Grace Unplugged,Drama,Music,2013.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,AJ Michalka,Brad J. Silverman
Foolish,Comedy,Drama,1999.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Eddie Griffin,Dave Meyers
Caramel,Drama,Comedy,2007.0,Low,Low,Medium,Medium,Low,Low,ar,Lebanon,Nadine Labaki,Nadine Labaki
Out of the Dark,Thriller,Horror,2014.0,Low,Low,Medium,Low,Low,Low,en,Spain,Julia Stiles,Lluís Quílez
The Bubble,Drama,Romance,2006.0,Low,Low,Medium,High,Low,Low,he,France,Ohad Knoller,Eytan Fox
The Conversation,Crime,Drama,1974.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Gene Hackman,Francis Ford Coppola
Mississippi Mermaid,Crime,Drama,1969.0,Low,Low,Medium,Medium,Low,Low,fr,France,Jean-Paul Belmondo,François Truffaut
Mr. Smith Goes to Washington,Comedy,Drama,1939.0,Low,Low,Medium,High,Low,Medium,en,United States of America,James Stewart,Frank Capra
Kids,Drama,Crime,1995.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Leo Fitzpatrick,Larry Clark
The Squid and the Whale,Comedy,Drama,2005.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Jeff Daniels,Noah Baumbach
Kickboxer: Vengeance,Action,Drama,2016.0,Medium,Low,Medium,Low,Low,Low,en,United States of America,Alain Moussi,John Stockwell
Spellbound,Drama,Mystery,1945.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Ingrid Bergman,Alfred Hitchcock
Exotica,Drama,Mystery,1994.0,Low,Low,Medium,Medium,Low,Low,en,Canada,Bruce Greenwood,Atom Egoyan
Buffalo '66,Romance,Comedy,1998.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Vincent Gallo,Vincent Gallo
Insidious,Horror,Thriller,2010.0,Low,Medium,Medium,Medium,Medium,High,en,United States of America,Patrick Wilson,James Wan
Repo Man,Comedy,Crime,1984.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Harry Dean Stanton,Alex Cox
Nine Queens,Crime,Drama,2000.0,Low,Low,Medium,High,Low,Low,es,Argentina,Ricardo Darín,Fabián Bielinsky
The To Do List,Comedy,Romance,2013.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Aubrey Plaza,Maggie Carey
Killing Zoe,Action,Crime,1993.0,Low,Low,Medium,Medium,Low,Low,en,France,Eric Stoltz,Roger Avary
Snow Angels,Drama,Romance,2008.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Kate Beckinsale,David Gordon Green
Session 9,Horror,Mystery,2001.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Peter Mullan,Brad Anderson
I Want Someone to Eat Cheese With,Comedy,Romance,2006.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Jeff Garlin,Jeff Garlin
Hatchet,Comedy,Horror,2006.0,Low,Low,Short,Medium,Low,Medium,en,United States of America,Joel David Moore,Adam Green
Modern Times,Drama,Comedy,1936.0,Low,Low,Short,High,Medium,Medium,en,United States of America,Charlie Chaplin,Charlie Chaplin
My Name Is Bruce,Comedy,Horror,2007.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Bruce Campbell,Bruce Campbell
Forty Shades of Blue,Drama,Romance,2005.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Dina Korzun,Ira Sachs
Amigo,Drama,History,2010.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Chris Cooper,John Sayles
